gene_symbol	config_source	status	distinct_patient_count	total_sv_count	n_events_analyzed	in_frame_percent	domain_retention_percent	fisher_p_value	permutation_p_value	min_fdr_adjusted_q_value	fdr_significant	top_composite_score	top_composite_partner_gene	error
CDKN2A	auto	ok	185	187	21	4.761904761904762	0.0					0.2857142857142857	CDKN2B	
KMT2B	unresolved	failed	68	69										No canonical transcript/protein could be resolved for this gene.
NSD3	auto	ok	58	58	28	14.285714285714286	0.0					0.14285714285714285	FGFR1	
RECQL4	unresolved	failed	54	54										No canonical transcript/protein could be resolved for this gene.
PRKN	auto	ok	40	40	4	50.0	0.0					0.25	ESR1	
NSD2	auto	ok	37	37	9	33.333333333333336	0.0					0.3333333333333333	FGFR3	
MAP3K14	unresolved	failed	36	36										No canonical transcript/protein could be resolved for this gene.
ASXL1	auto	ok	35	35	9	0.0	77.77777777777777					0.22222222222222224	DNMT3B	
TCF3	unresolved	failed	35	36										No canonical transcript/protein could be resolved for this gene.
RASA1	auto	ok	32	32	4	0.0	50.0					0.5	KIAA0825	
STAG2	auto	ok	31	31	2	0.0	0.0					0.5	KCNJ15	
AR	auto	ok	30	30	2	0.0	50.0					0.5	CAGE1	
CDC73	auto	ok	28	28	2	0.0	50.0					0.5	HIVEP3	
IKBKE	auto	failed	27	28										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
JAK2	auto	failed	27	27										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
MAP2K4	auto	failed	27	27										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
PPM1D	auto	failed	27	29										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
SMAD3	auto	failed	27	27										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
STAT5B	auto	failed	27	27										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
TRAF7	auto	failed	27	27										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
IRS2	auto	failed	26	26										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
SOX9	auto	failed	26	27										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
UPF1	auto	failed	26	26										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
CARD11	auto	failed	25	25										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
FLT1	auto	failed	25	25										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
MALT1	auto	failed	25	25										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
PAK1	auto	failed	25	26										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
ASXL2	auto	failed	24	24										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
CDKN1B	auto	failed	24	24										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
DIS3	auto	failed	24	24										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
TP63	auto	failed	24	24										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
AKT1	auto	failed	23	23										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
MAP3K13	auto	failed	23	24										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
MSH2	auto	ok	23	23	4	0.0	0.0					0.27309505687666324	CTNNA2	
NFKBIA	auto	ok	23	23	1	0.0	100.0					1.0	CHCT1	
MEN1	auto	ok	22	22	3	0.0	0.0					0.3016373285943093	MAML2	
MYC	auto	ok	22	22	3	0.0	0.0					0.3333333333333333	BCR	
TET2	auto	ok	21	23	3	0.0	66.66666666666667					0.5516373285943094	ARHGEF38	
ERF	unresolved	failed	20	20										No canonical transcript/protein could be resolved for this gene.
KIT	auto	ok	20	20	2	0.0	0.0					0.42663732859430936	KDR	
CDKN2B-AS1	unresolved	failed	19	19										No canonical transcript/protein could be resolved for this gene.
EPHA3	auto	ok	19	19	2	0.0	0.0					0.42663732859430936	MAPK6	
NEGR1	auto	ok	19	19	3	0.0	66.66666666666667					0.3333333333333333	HELZ	
PALB2	auto	ok	19	19	5	0.0	0.0					0.2	ERN2	
SEPTIN14	unresolved	failed	19	19										No canonical transcript/protein could be resolved for this gene.
BBC3	auto	ok	18	18	8	50.0	0.0					0.375	SAE1	
GATA3	auto	ok	18	18	2	0.0	0.0					0.5	CAMK1D	
AMER1	auto	ok	17	17	3	0.0	33.333333333333336					0.3333333333333333	ASB12	
COP1	auto	ok	17	17	2	50.0	0.0					0.5	DNAJB4	
DDR2	auto	ok	17	17	5	0.0	0.0					0.20163732859430936	CD247	
EPHA5	auto	ok	17	17	3	0.0	33.333333333333336					0.5516373285943094	TECRL	
INPP4B	auto	ok	17	18	1	100.0	0.0					1.0	FREM3	
RAD50	auto	ok	17	18	3	0.0	33.333333333333336					0.3016373285943093	FBN2	
BCL6	auto	ok	16	16	3	0.0	66.66666666666667					0.3016373285943093	DGKG	
DICER1	auto	ok	16	16	5	0.0	0.0					0.38559505687666323	CLMN	
ERRFI1	auto	ok	16	16	3	0.0	0.0					0.6666666666666666	ZNF135	
LATS2	auto	ok	16	16	1	0.0	0.0					0.8016373285943093	ATP8A2	
MITF	auto	ok	16	16	1	0.0	100.0					1.0	FOXP1	
MSI2	auto	ok	16	16	2	0.0	50.0					0.42663732859430936	BCAS3	
NCOA4	auto	failed	16	16										ValueError: Genome Nexus returned no exon coordinates for target-locus validation
RAD52	auto	ok	16	16	1	0.0	100.0					0.8016373285943093	IRAK2	
TGFBR2	auto	ok	16	16	2	0.0	50.0					0.5	GADL1	
TRAP1	unresolved	failed	16	16										No canonical transcript/protein could be resolved for this gene.
CREB3L1	unresolved	failed	15	15										No canonical transcript/protein could be resolved for this gene.
INPP4A	auto	ok	15	15	7	14.285714285714286	0.0					0.2857142857142857	MGAT4A	
SRP19	auto	ok	15	15	8	0.0	0.0					1.0	APC	
GPS2	auto	ok	14	16	2	0.0	0.0					0.5	DNAH9	
HGF	auto	ok	14	14	4	0.0	50.0					0.46059505687666324	AATF	
LINC00114	unresolved	failed	14	14										No canonical transcript/protein could be resolved for this gene.
RIT1	auto	ok	14	14	6	0.0	0.0					0.35962574206123865	CCT3	
TAP2	auto	ok	14	14	2	0.0	0.0					0.5	ACLY	
TRAF2	unresolved	failed	14	14										No canonical transcript/protein could be resolved for this gene.
CYLD	auto	ok	13	13	1	0.0	0.0					1.0	TACC1	
DAXX	auto	ok	13	13	1	0.0	0.0					1.0	TFAP2B	
MAP2K1	auto	ok	13	13	4	0.0	50.0					0.25	OS9	
MEF2B	unresolved	failed	13	13										No canonical transcript/protein could be resolved for this gene.
MRE11	auto	ok	13	13	5	0.0	20.0					0.2	ATM	
PAK5	auto	ok	13	13	2	50.0	0.0					0.5	KDM5C	
RAD51C	auto	ok	13	13	6	0.0	0.0					0.17663732859430936	BCAS3	
SPOP	auto	ok	13	13	2	0.0	50.0					0.42663732859430936	GDPD1	
BIRC3	auto	ok	12	12	3	0.0	66.66666666666667					0.3016373285943093	BIRC2	
BTK	auto	ok	12	12	1	0.0	0.0					1.0	RPL36A-HNRNPH2	
CBFB	auto	ok	12	12	1	0.0	0.0					1.0	SLC6A14	
EED	auto	ok	12	12	2	0.0	0.0					0.42663732859430936	DCLK1	
IRS1	auto	ok	12	13	2	0.0	0.0					0.5	ABCA12	
RAB35	auto	ok	12	12	3	0.0	0.0					0.3355950568766632	CDH12	
SMAD2	auto	ok	12	13	1	0.0	0.0					0.8016373285943093	RERE	
VEGFA	auto	ok	12	12	4	0.0	0.0					0.46059505687666324	ABCC4	
ALOX12B	auto	ok	11	11	2	0.0	0.0					0.42663732859430936	HES7	
BABAM1	auto	ok	11	12	4	0.0	0.0					0.5	ATP6V1E1	
BCL2	auto	ok	11	11	1	0.0	0.0					1.0	VPS4B	
EPHA7	auto	ok	11	11	2	0.0	50.0					0.42663732859430936	CDH15	
FANCC	auto	ok	11	11	3	0.0	0.0					0.6096257420612385	CNTLN	
FBXW7	auto	ok	11	11	3	0.0	0.0					0.3016373285943093	PKD1L1	
IDH2	auto	ok	11	11	2	0.0	0.0					0.42663732859430936	CHN1	
SRSF2	auto	ok	11	11	1	0.0	100.0					1.0	NPAS1	
TNFAIP3	auto	ok	11	12	3	0.0	0.0					0.3016373285943093	AIG1	
AURKA	auto	ok	10	10	3	0.0	33.333333333333336					0.5516373285943094	RAB3GAP2	
CCND2	auto	ok	10	10	5	0.0	60.0					0.3516373285943093	ETV6	
EPHB1	auto	ok	10	10	2	0.0	50.0					0.5	GMPS	
H3C2	unresolved	failed	10	10										No canonical transcript/protein could be resolved for this gene.
MAPK3	auto	ok	10	10	1	0.0	0.0					0.8016373285943093	GDPD3	
PIK3CG	auto	ok	10	10	0	0.0	0.0							
PMS1	auto	ok	10	11	0	0.0	0.0							
PTPN11	auto	ok	10	10	3	0.0	0.0					0.3333333333333333	ANKS1B	
SH2B3	auto	ok	10	10	4	0.0	25.0					0.25	ATXN2	
SOX17	auto	ok	10	10	3	0.0	0.0					0.5855950568766632	XKR4	
SYK	auto	ok	10	10	1	0.0	0.0					1.0	SMC2	
CHEK1	auto	ok	9	9	2	0.0	0.0					0.42663732859430936	EI24	
GATA1	auto	ok	9	9	1	0.0	0.0					1.0	HDAC6	
IFNGR1	auto	ok	9	9	3	0.0	33.333333333333336					0.3016373285943093	ALDH2	
MAPKAP1	auto	ok	9	10	1	0.0	100.0					0.8016373285943093	KIF2A	
PPP6C	auto	ok	9	9	1	0.0	0.0					1.0	LCN8	
PRDM14	auto	ok	9	9	0	0.0	0.0							
REL	auto	ok	9	9	0	0.0	0.0							
SHQ1	auto	ok	9	9	2	0.0	50.0					0.5	FHIT	
AKAP8	auto	ok	8	8	1	0.0	0.0					1.0	NOTCH3	
AURKB	auto	ok	8	8	3	0.0	33.333333333333336					0.3333333333333333	ALOXE3	
BARD1	auto	ok	8	8	0	0.0	0.0							
BCL2L14	auto	ok	8	8	4	50.0	0.0					0.75	ETV6	
CCND3	auto	ok	8	8	2	0.0	0.0					0.8355950568766631	MED20	
CD79B	auto	ok	8	8	3	0.0	33.333333333333336					0.3016373285943093	SCN4A	
ERCC3	auto	ok	8	8	3	0.0	33.333333333333336					0.3016373285943093	CRACDL	
FGF3	auto	ok	8	8	3	0.0	0.0					0.3333333333333333	PPP6R3	
GNA11	auto	ok	8	8	1	0.0	0.0					1.0	LMNB2	
ICOSLG	auto	ok	8	8	0	0.0	0.0							
LYN	auto	ok	8	8	4	0.0	0.0					0.23913732859430936	ASIC2	
NBPF20	unresolved	failed	8	8										No canonical transcript/protein could be resolved for this gene.
PDCD1	auto	ok	8	8	1	0.0	0.0					1.0	LINC01237	
RRAS	auto	ok	8	8	3	0.0	33.333333333333336					0.3333333333333333	BCL2L12	
XRCC2	auto	ok	8	8	1	0.0	0.0					1.0	SHH	
ACP3	auto	ok	7	7	7	71.42857142857143	0.0					0.42857142857142855	FGFR1	
AP1B1	auto	ok	7	7	2	0.0	0.0					1.0	EWSR1	
ASIC2	auto	ok	7	7	6	16.666666666666668	0.0					0.3333333333333333	NF1	
ATP1B2	auto	ok	7	7	6	0.0	0.0					1.0	TP53	
DCBLD1	auto	ok	7	7	0	0.0	0.0							
EPCAM	auto	ok	7	7	2	0.0	0.0					0.5	GMCL1	
H3C4	auto	ok	7	7	0	0.0	0.0							
INHA	auto	ok	7	7	1	0.0	0.0					1.0	EIF2AK2	
JUN	auto	ok	7	7	0	0.0	0.0							
KLF4	auto	ok	7	7	0	0.0	0.0							
NKX3-1	auto	ok	7	7	1	0.0	0.0					1.0	WRN	
PDPK1	auto	ok	7	7	1	0.0	100.0					1.0	CPPED1	
RAB11FIP4	unresolved	failed	7	7										No canonical transcript/protein could be resolved for this gene.
RYBP	auto	ok	7	8	0	0.0	0.0							
SDHC	auto	ok	7	7	3	0.0	66.66666666666667					0.3016373285943093	ARHGEF11	
SHOC2	auto	ok	7	8	1	0.0	100.0					1.0	TSC22D1	
TENT5C	auto	ok	7	7	0	0.0	0.0							
AGAP3	unresolved	failed	6	6										No canonical transcript/protein could be resolved for this gene.
CD274	auto	ok	6	6	1	0.0	0.0					1.0	EYA1	
CD276	auto	ok	6	6	0	0.0	0.0							
CDH3	unresolved	failed	6	6										No canonical transcript/protein could be resolved for this gene.
FGF4	auto	ok	6	6	2	0.0	50.0					0.5	CPT1A	
GALNT11	auto	ok	6	6	6	0.0	33.333333333333336					1.0	KMT2C	
GRB7	auto	failed	6	6										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
H1-2	auto	failed	6	6										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
H3-3B	auto	failed	6	6										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
H3C6	unresolved	failed	6	6										No canonical transcript/protein could be resolved for this gene.
HOXB13	auto	failed	6	6										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
IL7R	auto	ok	6	6	2	0.0	100.0					0.5	CDH12	
INHBA	auto	ok	6	6	2	0.0	50.0					0.42663732859430936	EPC1	
ITM2B	auto	ok	6	6	3	0.0	33.333333333333336					0.8016373285943093	RB1	
KANSL1	auto	ok	6	6	5	0.0	0.0					0.4	MAP3K14	
KAZN	auto	ok	6	6	4	0.0	50.0					0.23913732859430936	FLT4	
KLF5	auto	ok	6	6	0	0.0	0.0							
MAX	auto	ok	6	6	0	0.0	0.0							
NKX2-1	auto	ok	6	6	2	0.0	100.0					1.0	NKX2-8	
NOL4	auto	ok	6	6	6	66.66666666666667	0.0					0.6666666666666666	FGFR2	
PDCD1LG2	auto	ok	6	6	2	0.0	50.0					0.5	GLIS3	
PLCD3	unresolved	failed	6	6										No canonical transcript/protein could be resolved for this gene.
PMS2	auto	ok	6	6	0	0.0	0.0							
PRDM1	auto	ok	6	6	1	0.0	0.0					1.0	PBK	
PTP4A1	auto	ok	6	6	0	0.0	0.0							
RHOA	auto	ok	6	6	3	0.0	0.0					0.3333333333333333	RASA2	
SESN2	auto	ok	6	7	1	0.0	0.0					1.0	TEX46	
SOCS1	auto	ok	6	6	1	0.0	0.0					1.0	RBM44	
SPG11	auto	ok	6	6	3	0.0	0.0					0.6666666666666666	TP53	
SPRED1	auto	ok	6	7	0	0.0	0.0							
TSHR	auto	ok	6	6	0	0.0	0.0							
WWTR1	auto	ok	6	6	1	0.0	100.0					1.0	NPM1	
ZNF598	auto	ok	6	6	5	0.0	0.0					0.8	TSC2	
ZRSR2	auto	ok	6	7	1	0.0	0.0					1.0	SHROOM2	
AHCYL2	auto	ok	5	5	3	0.0	66.66666666666667					0.8355950568766631	SMO	
CASZ1	auto	ok	5	5	5	0.0	0.0					0.2	DNMT1	
EYA2	auto	ok	5	5	4	0.0	0.0					0.75	NCOA3	
H2BC5	auto	ok	5	5	2	0.0	0.0					0.5	H1-4	
H3-5	auto	ok	5	5	0	0.0	0.0							
KCNU1	auto	ok	5	5	1	0.0	0.0					1.0	RRAS	
KIAA1217	auto	ok	5	5	5	80.0	0.0					0.8	FGFR2	
MED13	auto	ok	5	5	3	0.0	33.333333333333336					0.3333333333333333	BRCA1	
MIPOL1	auto	ok	5	5	3	0.0	0.0					0.6666666666666666	FOXA1	
MST1	auto	ok	5	5	1	0.0	0.0					1.0	MON1A	
MUTYH	auto	ok	5	5	3	0.0	100.0					1.0	OSBPL9	
MYOD1	auto	ok	5	6	3	0.0	33.333333333333336					0.3016373285943093	DNAJC24	
NADK	auto	ok	5	5	1	0.0	0.0					1.0	CCNL2	
PPP4R2	auto	ok	5	5	1	0.0	0.0					0.8016373285943093	RAF1	
RHEB	auto	ok	5	5	2	0.0	0.0					0.46059505687666324	ACTR3B	
SLFN11	auto	ok	5	5	0	0.0	0.0							
TMEM117	auto	ok	5	5	5	0.0	0.0					0.42752729088635066	NAB2	
TPR	auto	failed	5	5										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
VHL	auto	failed	5	5										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
WHR1	auto	failed	5	5										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
WWOX	auto	failed	5	5										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
XIAP	auto	failed	5	5										HTTPError: 503 Server Error: Service Unavailable for url: https://www.cbioportal.org/api/structural-variant/fetch
ZFTA	unresolved	failed	5	5										No canonical transcript/protein could be resolved for this gene.
